sampleID	strahler order	Longitude-DD	Latitude-DD	stratum	design weight	weight category	station	state	status	comment	set	Basin	SubBasin	BayShed	BayPanel	EcoRegion	BioRegion	Year	Panel	BioPanel	Order	BasinSize	StreamSizeCat	StreamSizeCatPhase	IR2008	IR2010	IR2012	IR2014	IR2016
4AROC006.55	3	-78.6615563	36.94395408	1	541.5024	3	336	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	3	3	Large	Phase1Large	2008	2010	2012	1	1
4AROC010.68	3	-78.56410796	37.1086978	1	541.5024	3	337	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	3	2	Small	Phase1Small	1	2010	2012	2014	1
4ARSF007.07	5	-80.23609826	37.17281531	1	140.3895	5	338	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Central Appalachian Ridges and Valleys	Mountain	2008	Phase2	Phase3	5	3	Large	Phase2Large	1	2010	2012	2014	1
4ARSF007.29	5	-80.236373	37.16972	1	140.3895	5	339	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2005	Phase1	Phase2	5	3	Large	Phase1Large	2008	2010	2012	1	1
4ASCB005.38	2	-79.55048819	37.45301043	1	947.6292	2	340	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2008	Phase2	Phase3	2	2	Small	Phase2Small	1	2010	2012	2014	1
4ASCE007.71	2	-79.3236	37.0582	1	947.6292	2	341	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	2	3	Medium	Phase2Medium	1	1	1	2014	2016
4ASCR003.33	4	-79.42602908	36.61730085	1	315.8764	4	342	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	4	3	Medium	Phase2Medium	1	2010	2012	2014	1
4ASDA004.94	3	-79.9484	36.9313	1	541.5024	3	343	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	1	2016
4ASDE002.18	2	-79.2961	36.7652	1	947.6292	2	344	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4ASDE002.65	2	-79.30136109	36.7633435	1	947.6292	2	345	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
4ASMR002.77	4	-80.025842	36.545066	1	315.8764	4	346	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	4	3	Large	Phase1Large	2008	2010	2012	1	1
4ASMR017.72	4	-80.14860006	36.56821947	1	315.8764	4	347	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	4	3	Large	Phase1Large	1	2010	2012	2014	1
4ASMR023.52	4	-80.19670361	36.59630324	1	315.8764	4	348	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	4	3	Large	Phase2Large	1	2010	2012	2014	1
4ASNA002.84	4	-79.05760805	36.81821853	1	315.8764	4	349	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
4ASNF007.64	1	-80.294064	36.711401	1	3790.5166	1	350	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Blue Ridge Mountains	Mountain	2001	Phase1	Phase1	1	1	Small	Phase1Small	2008	1	1	1	1
4ASRE020.75	5	-79.821656	36.627969	1	140.3895	5	351	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	5	4	Large	Phase1Large	2008	2010	1	1	1
4ASRE063.69_2012	3	-80.1617	36.8436	1	270.7512	3	352	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	3	3	Large	Phase2Large	1	1	1	2014	2016
4ASRE063.69_2014	3	-80.1617	36.8436	1	270.7512	3	353	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	3	3	Large	Phase2Large	1	1	1	1	2016
4ASRV012.19	5	-79.551613	36.648009	1	140.3895	5	354	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	5	3	Large	Phase1Large	2008	1	1	1	1
4ASSP000.64	4	-79.6023	36.6724	1	315.8764	4	355	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	4	3	Medium	Phase2Medium	1	1	1	2014	2016
4ASSP004.06	4	-79.62398265	36.66458252	1	315.8764	4	356	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	4	3	Medium	Phase2Medium	1	1	2012	2014	2016
4ATKR010.54	4	-79.91355458	37.36127973	1	315.8764	4	357	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2007	Phase1	Phase3	4	3	Medium	Phase1Medium	1	2010	2012	2014	1
4ATKR015.40	4	-79.9316073	37.41241035	1	315.8764	4	358	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2007	Phase1	Phase3	4	3	Medium	Phase1Medium	1	2010	2012	2014	1
4ATRB000.97	3	-79.2515	37.192	1	541.5024	3	359	VA	TS	Y-TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	3	2	Small	Phase2Small	1	1	1	1	2016
4ATRD000.35	3	-79.645909	36.676994	1	541.5024	3	360	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	2012	1	1
4AWEL000.59	2	-79.505656	37.256679	1	947.6292	2	361	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
4AWFE001.57	2	-79.21561878	36.59077526	1	947.6292	2	362	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	2	1	Small	Phase1Small	2008	2010	2012	1	1
4AWLF001.20	3	-79.58224042	37.27454139	1	541.5024	3	363	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	3	3	Medium	Phase2Medium	1	1	2012	2014	2016
4AWNN000.10	3	-78.88452181	36.76943253	1	541.5024	3	364	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	3	4	Large	Phase2Large	1	1	2012	2014	2016
4AXMF001.46	1	-78.824279	36.654581	1	3790.5166	1	365	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	1	1	Small	Phase1Small	2008	1	1	1	1
4AXML000.56	1	-79.882747	37.160625	1	3790.5166	1	366	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	1	1	Small	Phase1Small	2008	2010	1	1	1
4AXMU001.98	2	-79.730803	36.672187	1	947.6292	2	367	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
4AXMV000.63	1	-80.38732865	37.09812371	1	3790.5166	1	368	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Central Appalachian Ridges and Valleys	Mountain	2007	Phase1	Phase3	1	1	Small	Phase1Small	1	2010	2012	2014	1
4AXMW001.48	1	-79.97126098	36.60565274	1	3790.5166	1	369	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	1	1	Small	Phase1Small	1	2010	2012	2014	1
4AXMX003.62	2	-79.92108364	36.78495227	1	947.6292	2	370	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
4AXMY000.22	1	-79.63871634	36.83334274	1	3790.5166	1	371	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	1	1	Small	Phase1Small	2008	2010	2012	1	1
4AXNA001.18	2	-79.7672006	37.16824936	1	947.6292	2	372	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
4AXNC000.10	2	-79.71763085	37.40206931	1	947.6292	2	373	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Central Appalachian Ridges and Valleys	Mountain	2009	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
4AXOD000.38	1	-79.4763	37.3454	1	3790.5166	1	374	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	2014	2016
4AXOE001.26	1	-80.3812	36.648	1	3790.5166	1	375	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2012	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
4AXOF001.26	1	-79.7009	36.802	1	3790.5166	1	376	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
4AXOH000.06	2	-79.7426	37.3653	1	947.6292	2	377	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2014	Phase2	Phase4	2	1	Small	Phase2Small	1	1	1	1	2016
4AXOL000.94_2012	1	-79.6358	37.3432	1	1895.2583	1	378	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
4AXOL000.94_2014	1	-79.6358	37.3432	1	1895.2583	1	379	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	1	2016
4AXSP001.93	1	-80.1882	36.6272	1	3790.5166	1	380	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	2014	2016
4AXUO000.49	1	-79.605376	37.111161	1	3790.5166	1	381	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	1	2	Small	Phase1Small	2008	2010	1	1	1
4AXUP000.06	1	-79.096493	37.17479	1	3790.5166	1	382	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	1	2	Small	Phase1Small	2008	2010	1	1	1
4AXUS000.65	1	-79.100542	36.788677	1	3790.5166	1	383	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	1	1	Small	Phase1Small	2008	2010	2012	1	1
4AXUY000.58	1	-78.8769987	36.64839836	1	3790.5166	1	384	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	1	1	Small	Phase1Small	2008	2010	2012	1	1
4AXVK001.44	1	-78.8613894	37.15405463	1	3790.5166	1	385	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	1	1	Small	Phase2Small	1	1	2012	2014	2016
4AXVL000.82	1	-78.58130442	36.58159987	1	3790.5166	1	386	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	1	1	Small	Phase2Small	1	1	2012	2014	2016
4AXVN001.55	1	-78.84780413	36.87890289	1	3790.5166	1	387	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	1	2	Small	Phase2Small	1	1	2012	2014	2016
4AXVO000.50	1	-78.5273	37.075	1	3790.5166	1	388	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	2014	2016
4AXVP000.20	1	-79.3518	36.6194	1	3790.5166	1	389	VA	TS	Y-TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	1	2016
4AXVQ000.77	1	-79.2937	36.6268	1	3790.5166	1	390	VA	TS	Y-TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	1	2016
4AXVV000.54	1	-78.8444	36.837	1	3790.5166	1	391	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	1	2016
4BBIR002.57	1	-80.5466	36.6331	1	3790.5166	1	392	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2011	Phase2	Phase4	1	1	Small	Phase2Small	1	1	1	2014	2016
4BELK000.96	2	-80.6471	36.6445	1	947.6292	2	393	VA	TS	Target Wadeable	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Blue Ridge Mountains	Mountain	2011	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
4BLOV008.45	3	-80.631298	36.572011	1	541.5024	3	394	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
4BLOV017.16	1	-80.620156	36.667799	1	3790.5166	1	395	VA	TS	Target	1	Roanoke	Roanoke	NonBay	NonBayPhase1	Blue Ridge Mountains	Mountain	2002	Phase1	Phase1	1	1	Small	Phase1Small	2008	1	1	1	1
5AALN001.50	3	-77.8339	36.7074	1	541.5024	3	396	VA	TS	Y -TS	1	Roanoke	Roanoke	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	1	2016
5AAPW001.04	2	-77.353027	36.728809	1	947.6292	2	397	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2001	Phase1	Phase1	2	2	Small	Phase1Small	2008	1	1	1	1
5ABKH005.16	2	-77.17435892	36.71344746	1	947.6292	2	398	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2006	Phase1	Phase2	2	2	Small	Phase1Small	2008	2010	2012	1	1
5ABLC000.88	3	-76.901773	36.769463	1	541.5024	3	399	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2003	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	2010	1	1	1
5ABLW038.69	5	-76.840302	36.856711	1	140.3895	5	400	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2004	Phase1	Phase2	5	4	Large	Phase1Large	2008	2010	1	1	1
5ABLW052.91	5	-76.855923	36.966134	1	140.3895	5	401	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2002	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
5ABLW055.26	5	-76.86363	37.020918	1	140.3895	5	402	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2001	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
5ABTR000.76	3	-77.67635078	37.0863802	1	541.5024	3	403	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	3	3	Medium	Phase2Medium	1	2010	2012	2014	1
5ABVC003.15	3	-77.600802	36.545168	1	541.5024	3	404	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	3	3	Medium	Phase1Medium	2008	1	1	1	1
5AFNY004.78	1	-78.497382	36.842449	1	3790.5166	1	405	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	1	1	Small	Phase1Small	2008	2010	2012	1	1
5AFON016.90	4	-77.56390292	36.55529232	1	315.8764	4	406	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	4	3	Large	Phase1Large	1	2010	2012	2014	1
5AFON024.32	4	-77.57576	36.620099	1	315.8764	4	407	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	4	3	Large	Phase1Large	2008	2010	1	1	1
5AFRC011.93	3	-78.1324	36.9284	1	541.5024	3	408	VA	TS	Target Wadeable	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	2014	2016
5AHRA005.94	3	-77.5003	37.1379	1	541.5024	3	409	VA	TS	Y-TS	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	1	2016
5AKIT002.65_2004	1	-78.357878	36.929902	1	1263.505533	1	410	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	1	2	Small	Phase1Small	2008	2010	1	1	1
5AKIT002.65_2011	1	-78.35759661	36.93005048	1	1263.505533	1	411	VA	TS	Target Wadeable - WSA_Revisit	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2011	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	2014	2016
5AKIT002.65_2013	1	-78.3576	36.9301	1	1263.505533	1	412	VA	TS	Y -TS	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	1	2	Small	Phase2Small	1	1	1	1	2016
5ALTG001.50	2	-77.97309827	36.70451781	1	947.6292	2	413	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2008	Phase2	Phase3	2	3	Medium	Phase2Medium	1	2010	2012	2014	1
5ALTL001.38	1	-77.74100818	36.59803455	1	3790.5166	1	414	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	1	1	Small	Phase2Small	1	1	2012	2014	2016
5AMHN082.76	5	-77.932168	36.720089	1	140.3895	5	415	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
5AMHN097.83	5	-78.063078	36.780546	1	140.3895	5	416	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	5	4	Large	Phase1Large	2008	2010	1	1	1
5AMHN104.12	5	-78.14342051	36.79479788	1	140.3895	5	417	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	5	4	Large	Phase2Large	1	1	2012	2014	2016
5AMHN105.36	5	-78.163359	36.79956	1	140.3895	5	418	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2001	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
5AMLL000.03	2	-78.1492	37.142	1	947.6292	2	419	VA	TS	Target Wadeable	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2012	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
5AMRS002.93	2	-77.5985	36.8356	1	947.6292	2	420	VA	TS	Y-TS	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2013	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
5AMSA001.80	2	-76.7909	36.5549	1	947.6292	2	421	VA	TS	Target Wadeable	1	Chowan	Chowan	NonBay	NonBayPhase2	Middle Atlantic Coastal Plain	Coast	2011	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	2014	2016
5ANMR007.11	4	-78.29833	36.870194	1	315.8764	4	422	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2002	Phase1	Phase1	4	3	Large	Phase1Large	2008	1	1	1	1
5ANMR029.33	2	-78.41026499	37.04883975	1	947.6292	2	423	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	2	3	Medium	Phase2Medium	1	1	2012	2014	2016
5ANTW016.37	6	-77.007485	36.654922	1	140.3895	5	424	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2002	Phase1	Phase1	6	4	Large	Phase1Large	2008	1	1	1	1
5ANTW020.23	6	-77.043146	36.673286	1	140.3895	5	425	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2004	Phase1	Phase2	6	4	Large	Phase1Large	2008	2010	1	1	1
5ANTW045.12	6	-77.190038	36.866562	1	140.3895	5	426	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2001	Phase1	Phase1	6	4	Large	Phase1Large	2008	1	1	1	1
5ANTW051.60	5	-77.20152656	36.91664082	1	140.3895	5	427	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2007	Phase1	Phase3	5	4	Large	Phase1Large	1	2010	2012	2014	1
5ANTW054.10	5	-77.208	36.94	1	140.3895	5	428	VA	TS	Spring Bugs Only	1	Chowan	Chowan	NonBay	NonBayPhase2	Southeastern Plains	Coast	2014	Phase2	Phase4	5	4	Large	Phase2Large	1	1	1	1	2016
5ANTW058.88	6	-77.237588	36.975123	1	140.3895	5	429	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2004	Phase1	Phase2	6	4	Large	Phase1Large	2008	2010	1	1	1
5ANTW059.89	6	-77.24915073	36.97103923	1	140.3895	5	430	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2006	Phase1	Phase2	6	4	Large	Phase1Large	2008	2010	2012	1	1
5ANTW066.95_2014	5	-77.323	36.9882	1	140.3895	5	431	VA	TS	Spring Bugs Only	1	Chowan	Chowan	NonBay	NonBayPhase2	Southeastern Plains	Coast	2014	Phase2	Phase4	5	4	Large	Phase2Large	1	1	1	1	2016
5ANTW077.95	5	-77.396958	36.900144	1	140.3895	5	432	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Southeastern Plains	Coast	2002	Phase1	Phase1	5	4	Large	Phase1Large	2008	1	1	1	1
5ANTW093.62	4	-77.587092	36.859388	1	315.8764	4	433	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	4	4	Large	Phase1Large	2008	2010	1	1	1
5ANTW097.27	4	-77.627776	36.882313	1	315.8764	4	434	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	4	4	Large	Phase1Large	2008	2010	1	1	1
5ANTW098.82	4	-77.63249154	36.87843519	1	315.8764	4	435	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	4	4	Large	Phase2Large	1	1	2012	2014	2016
5ANTW103.18	4	-77.672222	36.90055	1	315.8764	4	436	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2005	Phase1	Phase2	4	4	Large	Phase1Large	2008	2010	2012	1	1
5ANTW134.52	4	-78.05049781	37.01601896	1	315.8764	4	437	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2007	Phase1	Phase3	4	3	Large	Phase1Large	1	2010	2012	2014	1
5ANTW153.04	3	-78.22984927	37.10014137	1	541.5024	3	438	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2009	Phase2	Phase3	3	3	Medium	Phase2Medium	1	1	2012	2014	2016
5AOTR004.21_2014	3	-77.072	37.1135	1	541.5024	3	439	VA	TS	Y -TS	1	Chowan	Chowan	NonBay	NonBayPhase2	Southeastern Plains	Coast	2014	Phase2	Phase4	3	3	Medium	Phase2Medium	1	1	1	1	2016
5AROW007.62	4	-77.42326092	37.03616717	1	315.8764	4	440	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	4	3	Large	Phase2Large	1	1	2012	2014	2016
5ARSK003.66	3	-77.772776	36.59609	1	541.5024	3	441	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2004	Phase1	Phase2	3	3	Medium	Phase1Medium	2008	2010	1	1	1
5ARYC003.04	2	-77.7524	37.0041	1	947.6292	2	442	VA	TS	Y -TS	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2014	Phase2	Phase4	2	2	Small	Phase2Small	1	1	1	1	2016
5ARYR001.23	3	-77.83328712	36.77540344	1	541.5024	3	443	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2006	Phase1	Phase2	3	2	Small	Phase1Small	2008	2010	2012	1	1
5ASAP004.00	4	-77.484285	36.927286	1	315.8764	4	444	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase1	Piedmont	Piedmont	2003	Phase1	Phase1	4	3	Large	Phase1Large	2008	2010	1	1	1
5ASTO002.58	5	-77.1193	37.8071	1	140.3895	5	445	VA	TS	Target Wadeable	1	Chowan	Chowan	NonBay	NonBayPhase2	Southeastern Plains	Coast	2011	Phase2	Phase4	5	4	Large	Phase2Large	1	1	1	2014	2016
5ATLR006.84	2	-78.08045746	36.74041191	1	947.6292	2	446	VA	TS	Target	1	Chowan	Chowan	NonBay	NonBayPhase2	Piedmont	Piedmont	2010	Phase2	Phase3	2	2	Small	Phase2Small	1	1	2012	2014	2016
