DataSource,StationID,Year,StationID_Trend,LongitudeDD,LatitudeDD,stratum,designweight,weightcategory,station,state,status,comment,set,Basin,SubBasin,BayShed,BayPanel,EcoRegion,BioRegion,Panel,BioPanel,Order,BasinSize,StreamSizeCat,StreamSizeCatPhase,AREA_SQ_MILES,IR2008,IR2010,IR2012,IR2014,IR2016,IR2018,IR2020,DO,pH,SpCond,TN,TP,TDS,NH4,NO3,TKN,Ortho-P,Turb,TSS,Na,K,Cl,Sf,70331VFine,SSCCOARSE,SSCFINE,SSCTOTAL,LRBS,Slope,FN_PCT,SA_PCT,SA_FN_PCT,LSUB_DMM,BL_CB_GR_Embed_PCT,Embed_PCT,TotHab,TotTaxa,EPTTax,VEphem,VPTHydropsychidae,VScrap,VChiro,V2Dom,HBI,VHapto,EPTInd,VSCIVCPMI,MetalCCU,ARSENICppm,BERYLLIUMppm,CADMIUMppm,CHROMIUMppm,COPPERppm,LEADppm,MANGppm,NICKELppm,SILVERppm,ZINCppm,ANTIMONYppm,ALUMINUMppm,SELENIUMppm,IRONppm,MERCURYppm,THALLIUMppm,CALCIUM,MAGNESIUM,ARSENIC,BARIUM,BERYLLIUM,CADMIUM,CHROMIUM,COPPER,IRON,LEAD,MANGANESE,THALLIUM,NICKEL,SILVER,ZINC,ANTIMONY,ALUMINUM,SELENIUM,HARDNESS,MERCURY,Hg-C,YearSampled,NLCD,totalArea_sqMile,PWater,N_INDEX,PFOR,PWETL,PSHRB,PNG,PBAR,PTotBAR,U_INDEX,PURB,PMBAR,PAGT,PAGP,PAGC,S,H,Hprime,C,RNAT1,RFOR1,RWETL1,RSHRB1,RNG1,RBAR1,RTotBAR1,RHUM1,RURB1,RMBAR1,RAGT1,RAGP1,RAGC1,RNAT30,RFOR30,RWETL30,RSHRB30,RNG30,RBAR30,RTotBAR30,RHUM30,RURB30,RMBAR30,RAGT30,RAGP30,RAGC30,RNAT120,RFOR120,RWETL120,RSHRB120,RNG120,RBAR120,RTotBAR120,RHUM120,RURB120,RMBAR120,RAGT120,RAGP120,RAGC120,sqMileImp,wshdImpPCT,MunMajor,MunMinor,IndMajor,IndMinor,damcount,STRMLEN,STRMDENS,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshdPOP2000,POPDENS2000,wshdPOP2010,POPDENS2010,POPCHG2000_2010,RDLEN,RDLEN120,STXRD_CNT,RDDENS,pctRoadLengthInRiparian,STXRD
State ProbMon,2-COO002.35,2001,2-COO002.35,-78.523373,37.519466,1,3790.5166,1,11,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase1,1,1,Small,Phase1Small,0.551925544,2008,1,1,1,1,1,1,9.11,6.36,62,0.25,0.01,60,0.04,0.04,0.2,0.02,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,15.5,8,23.13,16.65,35.05,10.915,28.97,3.815,74.51,58,72.62541046,NA,5,5,1,24.6,5.5,5,276,6.6,1,17.6,5,4130,1,9740,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,0.551925544,0,86.80075424,71.9044626,0,2.388434947,14.89629164,0,1.948460088,10.81081081,1.948460088,1.948460088,8.862350723,8.862350723,0,7,1.544927448,0.793935654,0.732016714,100,100,0,0,0,0,0,0,0,0,0,0,0,98.24561404,94.73684211,0,1.754385965,3.50877193,0,0,0,0,0,0,0,0,92.43353783,77.09611452,0,4.294478528,15.33742331,0,0,3.27198364,0,0,3.27198364,3.27198364,0,0.000378766,0.068510371,0,0,0,0,0,1646.772858,1.152001402,156,206,180.8975526,11.71057481,50,0,9.851770401,3.267963117,1.63127779,9.851770401,1090.25,1090.25,42.92325153,42.92325153,15.66895489,10.96123118,18.87825364,13.20629895,20.48189416,5796.227974,709.4118796,2,1.610745137,12.23919906,1.214496577
State ProbMon,2-CWP023.28,2001,2-CWP023.28,-79.721093,37.938284,1,315.8764,4,12,VA,TS,Target,1,James,James,Bay,BayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase1,4,4,Large,Phase1Large,369.9193202,2008,1,1,1,1,1,1,10.8,8.05,137,0.15,0.01,100,0.04,0.04,0.1,0.02,0.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.5,18.5,9.5,30.085,21.5,38.765,12.03,40.46,4.315,83.945,92.5,77.26989924,NA,6.4,5,1,16.3,22.9,14.5,144,33,1,87.2,5,8440,1,26000,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,369.9193202,0.30940937,86.95774693,86.9338884,0.005541941,0,0,0.020007345,3.2319847,12.73115294,3.318589266,3.211977355,9.412563674,9.100336368,0.312227306,13,1.018279351,0.396997838,0.483485344,68.3491062,68.3491062,0,0,0,0,4.100946372,20.92534175,4.311251314,4.100946372,16.61409043,16.40378549,0.210304942,72.00028358,71.91166566,0.056715466,0,0,0.031902449,4.342277835,19.94612031,4.593952713,4.310375385,15.35216759,14.9906065,0.361561093,69.52679001,69.4519912,0.042128069,0,0,0.042987826,7.707717174,27.45804388,8.069674668,7.664729349,19.38836921,18.85102139,0.537347823,0.439834524,0.118892476,0,1,0,1,3,419422.2815,0.437768275,359,1329,692.6743394,174.5800939,970,0,68.26412964,13.64199433,7.584310906,68.26412964,108489.49,1030.51,4271.24207,40.57128175,2389.024043,2.493522594,1747.067407,1.823486066,-26.87108309,1506276.415,309482.0569,243,2.956738212,20.54616629,0.579368362
State ProbMon,2-CWP053.78,2001,2-CWP053.78,-79.649772,38.099808,1,541.5024,3,13,VA,TS,Target,1,James,James,Bay,BayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase1,3,4,Large,Phase1Large,215.5560988,2008,1,1,1,1,1,1,10.85,8.1,135.5,0.15,0.01,113,0.04,0.04,0.1,0.02,2.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.5,15.5,8.5,50.495,12.55,23.405,12.395,45.055,4.2,83.69,104,70.99086469,NA,7.4,5,1,13.7,19.5,11.7,242,25.9,1,69.5,5,6230,1,22700,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,215.5560988,0.197797309,85.44053829,85.41474565,0.006931772,0,0,0.02176254,3.139125501,14.35876273,3.186519477,3.11736296,11.17224325,10.77761586,0.394627393,13,1.036388078,0.404057911,0.500476068,55.01222494,55.01222494,0,0,0,0,3.422982885,32.76283619,3.422982885,3.422982885,29.3398533,28.85085575,0.488997555,61.94168484,61.8770697,0.064615136,0,0,0,5.144980212,30.46603667,5.274210484,5.144980212,25.19182619,24.5699055,0.621920685,60.30752832,60.25620781,0.065137578,0,0,0.00986933,8.657376337,37.16987091,8.844893609,8.647507007,28.3249773,27.36765228,0.957325017,0.19982875,0.092701972,0,0,0,1,0,184438.1271,0.330362079,438,1329,755.1222686,155.7369176,891,0,50.45911407,14.2249748,8.0936435,50.45911407,61418.18,1035.21,2418.039888,40.75632122,975.8296998,1.747887669,827.5075324,1.482215813,-15.19959553,810207.7614,141834.2542,117,3.111291535,17.50591157,0.634359077
State ProbMon,2-HAZ006.34,2001,2-HAZ006.34,-79.17121,37.47984,1,541.5024,3,14,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase1,3,3,Medium,Phase1Medium,42.40846694,2008,1,1,1,1,1,1,9.14,7.755,80.6,0.25,0.05,71,0.04,0.04,0.2,0.03,3.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,18.5,8.5,47.025,8.5,31.045,8.17,49.88,4.635,81.97,63.5,68.79215809,NA,5,5,1,16.9,6.6,7.1,557,5,1,31,5,6930,1,15300,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,42.40846694,0.416253554,68.86538131,68.86538131,0,0,0,0,5.378520333,30.71836514,8.304586164,5.378520333,22.41377898,22.2818561,0.131922878,10,1.167821491,0.507178429,0.560658357,62.06896552,62.06896552,0,0,0,0,2.75862069,35.51724138,5.862068966,2.75862069,29.65517241,29.65517241,0,70.71216234,70.71216234,0,0,0,0,2.404032571,27.310327,3.489724699,2.404032571,23.8206023,23.8206023,0,68.67280213,68.67280213,0,0,0,0,4.429038508,30.17679826,6.269677888,4.429038508,23.90712037,23.90712037,0,0.602811747,1.42144853,0,2,0,1,3,113854.5321,1.036567412,186,892,305.1615244,105.9137909,706,0,39.41800308,9.288549822,6.504206416,39.41800308,12347.34,1076.56,486.1160105,42.38427486,4641.580259,42.25840421,4998.73347,45.5100392,7.694646899,493862.3092,119400.3572,159,4.015474791,24.17685152,1.396518848
State ProbMon,2-JOB001.02,2001,2-JOB001.02,-80.115046,37.502998,1,315.8764,4,15,VA,TS,Target,1,James,James,Bay,BayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase1,4,4,Large,Phase1Large,103.6687288,2008,1,1,1,1,1,1,10.825,8.03,100.75,0.15,0.01,90,0.04,0.04,0.1,0.02,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,17.5,7.5,35.315,8.55,57.32,11.745,44.565,3.955,86.51,73,72.94738709,NA,6.57,5,1,8.6,10.9,14.4,470,24.9,1,88,5,4220,1,15700,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,103.6687288,0.285927858,92.6412963,92.64096109,0.000335203,0,0,0,1.973673184,7.072775847,2.213678279,1.973673184,4.859097567,4.148132754,0.710964814,10,0.540962527,0.23493704,0.214264569,88.0952381,88.0952381,0,0,0,0,1.904761905,8.571428571,2.738095238,1.904761905,5.833333333,5.595238095,0.238095238,88.21012598,88.21012598,0,0,0,0,2.890420727,9.41288329,3.346802947,2.890420727,6.066080342,5.495602567,0.570477775,84.21798779,84.21798779,0,0,0,0,3.533036402,14.50386792,4.274248462,3.533036402,10.22961946,9.193708628,1.035910831,0.180258,0.173883021,0,1,0,0,4,307779.5075,1.146282676,388,1316,703.4217825,177.5545106,928,0,55.12455368,11.67082096,6.75951031,55.12455368,26920.6,959.19,1059.866714,37.76340622,1856.091269,6.912758046,898.7247302,3.347177326,-51.57971242,459147.6274,211633.5536,227,2.624604855,46.0927033,0.737540981
State ProbMon,2-LMC001.15,2001,2-LMC001.15,-79.715629,37.510354,1,140.3895,5,16,VA,TS,Target,1,James,James,Bay,BayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase1,5,4,Large,Phase1Large,59.24374533,2008,1,1,1,1,1,1,10.69,8.665,410,1.03,0.02,314,0.04,0.42,0.6,0.02,1.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.5,17,8,48.625,3.85,41.315,12.215,48.1,4.135,85.69,86,71.64071003,NA,5,5,1,24.3,15.3,17.5,292,16.5,1,56.9,5,17500,1,20600,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,59.24374533,0.035775867,56.60563265,56.60563265,0,0,0,0,7.244319848,43.35859149,10.10345677,7.244319848,33.25513472,32.92200861,0.333126107,10,1.289201334,0.559893025,0.646216542,47.27668845,47.27668845,0,0,0,0,10.23965142,52.72331155,14.37908497,10.23965142,38.34422658,38.34422658,0,51.45293485,51.45293485,0,0,0,0,10.67969203,48.48911334,13.93327262,10.67969203,34.55584072,34.37370643,0.182134283,51.22329495,51.22329495,0,0,0,0,10.6257997,48.73211585,15.09441278,10.6257997,33.63770307,33.37404521,0.263657865,0.851060032,1.436401065,0,1,0,0,0,177718.4441,1.158216633,256,792,414.9620177,97.47130726,536,0,44.07412338,9.791862364,6.851043847,44.07412338,18176.76,1025.23,715.6208589,40.36340762,4474.101909,29.15836495,4107.840441,26.77138634,-8.186256731,664290.0048,286430.5924,339,6.172236278,43.1183053,1.907511636
State ProbMon,2-LOB000.37,2001,2-LOB000.37,-79.175713,37.658059,1,3790.5166,1,17,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase1,1,2,Small,Phase1Small,2.414062457,2008,1,1,1,1,1,1,9.265,7.72,58.2,0.15,0.05,61,0.04,0.04,0.1,0.04,1.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,10.5,4.5,18.185,6.6,14.825,36.48,67.475,5.32,54.485,55.5,43.38645102,NA,5,5,1,6.2,5,12.5,261,5,1,21.4,5,5100,1,10900,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,2.414062457,0,77.72818889,77.72818889,0,0,0,0,2.245896919,22.27181111,2.605816297,2.245896919,19.66599482,19.46443997,0.201554852,7,1.348867906,0.693180981,0.693277597,41.66666667,41.66666667,0,0,0,0,0,58.33333333,0,0,58.33333333,58.33333333,0,42.85714286,42.85714286,0,0,0,0,1.680672269,57.14285714,1.680672269,1.680672269,55.46218487,54.06162465,1.400560224,60.91405184,60.91405184,0,0,0,0,1.296043656,39.08594816,1.432469304,1.296043656,37.65347885,35.06139154,2.592087312,0.005618946,0.232795854,0,0,0,0,0,5300.979729,0.84782739,228,465,290.8934703,30.66868859,237,0,34.33691788,9.685893172,5.150315216,34.33691788,4051.15,992.43,159.4941806,39.07206834,31.45775614,5.031286414,25.21770063,4.033265247,-19.83630199,12713.56072,1503.569308,3,1.141970919,11.82650039,0.565933121
State ProbMon,2-OGL005.53,2001,2-OGL005.53,-80.122457,37.839865,1,947.6292,2,18,VA,TS,Target,1,James,James,Bay,BayPhase1,Central Appalachian Ridges and Valleys,Mountain,Phase1,Phase1,2,3,Medium,Phase1Medium,12.16691852,2008,1,1,1,1,1,1,10.14,8.235,73.85,0.27,0.01,54,0.04,0.06,0.2,0.02,1.3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,17.5,10.5,53.3,9.1,40.615,9.235,44.915,3.98,88.335,124.5,77.43727582,NA,25.9,5,1,26.6,20.3,23.2,408,31.3,1,83.4,5,13200,1,52100,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,12.16691852,0,97.62700248,97.55846826,0,0,0,0.068534224,1.693366458,2.372997516,1.730489163,1.624832234,0.642508353,0.505439904,0.137068449,8,0.233443485,0.112262586,0.079725493,93.82716049,93.82716049,0,0,0,0,6.172839506,6.172839506,6.172839506,6.172839506,0,0,0,90.4845815,90.4845815,0,0,0,0,8.45814978,9.515418502,9.207048458,8.45814978,0.308370044,0.176211454,0.13215859,90.06856221,90.06856221,0,0,0,0,7.269610809,9.93143779,7.965315588,7.269610809,1.966122202,1.58298044,0.383141762,0.009830549,0.080784717,0,0,0,0,0,33302.59544,1.056810899,482,1040,707.3491706,109.5165594,558,0,51.99448013,19.31656871,7.740271324,51.99448013,2180.78,946.37,85.85752668,37.25868154,256.612728,8.143243017,199.5387692,6.332081428,-22.24128133,56127.56112,44449.02628,25,4.977284135,79.19286958,0.750692241
State ProbMon,2-RND003.57,2001,2-RND003.57,-78.26779,37.631023,1,947.6292,2,19,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase1,2,3,Medium,Phase1Medium,17.15848568,2008,1,1,1,1,1,1,8.1,6.765,88.5,0.45,0.02,94,0.04,0.04,0.4,0.02,8.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,14,2.5,0,12.2,13.875,21.965,36.03,5.475,30.765,9.5,47.70668057,NA,5,5,1,21.7,15.4,8.5,270,7.5,1,30.4,5,13600,1,21200,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,17.15848568,0.155955684,75.26583355,71.71530999,2.511494136,3.441152047,3.165697851,0.328114557,2.294776497,18.68227574,2.18337958,1.966661941,16.49889616,15.85279404,0.646102121,14,1.519024908,0.575593751,0.668440649,67.85714286,67.85714286,26.19047619,1.19047619,0,0,0,2.380952381,0,0,2.380952381,2.380952381,0,71.89026682,70.7628711,20.85682074,2.480270575,1.089815859,0.037579857,0.300638858,3.607666291,0.263059,0.263059,3.34460729,3.34460729,0,74.3250444,72.51332149,13.11722913,3.108348135,1.509769094,0.106571936,0.497335702,9.040852575,0.390763766,0.390763766,8.65008881,8.51687389,0.13321492,0.033053439,0.192655905,0,0,0,0,0,38983.04752,0.877195979,68,200,123.3177433,22.62027182,132,0,19.7679081,3.766164096,2.197880154,19.7679081,5265.37,1045.7,207.2981434,41.16931357,391.9760445,8.820239361,497.0493141,11.18459658,26.80604367,127494.1348,9538.895437,14,0.93976323,7.481830794,0.359130465
State ProbMon,2-RVN012.05,2001,2-RVN012.05,-78.241611,37.823911,1,140.3895,5,20,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase1,5,4,Large,Phase1Large,727.8326202,2008,1,1,1,1,1,1,8.1,7.35,132.5,3.93,0.46,98,0.04,2.31,1.6,0.35,33,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.5,15,6,14.29,2.7,21.43,54.46,66.96,5.7,36.61,33,44.2504889,NA,5,5,1,13,10,10.2,1045,6.68,1,49.5,5,7950,1,19900,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,727.8326202,0.817512714,66.97817738,66.6322754,0.323367028,0.271087846,0.257242218,0.082405358,7.793560733,31.61610944,11.19676833,7.711155375,20.4193411,20.07826122,0.341079883,15,1.526042309,0.563520687,0.684800237,63.45345345,63.21321321,4.024024024,0.12012012,0.18018018,0.03003003,4.414414414,24.17417417,5.945945946,4.384384384,18.22822823,18.10810811,0.12012012,65.37376208,65.18063111,3.107262798,0.137337582,0.124462184,0.019313097,4.995654553,24.65424191,6.208087896,4.976341456,18.44615401,18.28413858,0.162015429,63.95685941,63.65804906,1.863559378,0.210820241,0.219975281,0.04831827,6.260267632,30.38710563,8.050840992,6.211949362,22.33626464,21.96370535,0.372559292,14.17829561,1.94802208,1,16,1,4,74,1372288.863,0.727970573,63,1094,230.8453174,167.8083818,1031,0,59.2012558,7.607190255,6.279193215,59.2012558,231273.58,1038.92,9105.263972,40.90238429,140474.2195,74.51863885,168807.2474,89.54871822,20.16955704,7743296.22,1113405.474,1489,3.146439765,14.3789601,1.08504852
State ProbMon,2-SMR004.80,2001,2-SMR004.80,-79.08797,37.934915,1,947.6292,2,21,VA,TS,Target,1,James,James,Bay,BayPhase1,Blue Ridge Mountains,Mountain,Phase1,Phase1,2,2,Small,Phase1Small,4.155688216,2008,1,1,1,1,1,1,10,6.5,15.5,0.15,0.01,6,0.04,0.04,0.1,0.02,1.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.5,13.5,9.5,28.915,34.6,31.62,7.66,51.355,3.695,91.44,86.5,75.33209371,NA,5,5,1,5,5,5,100,5,1,10.4,5,4930,1,6800,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,4.155688216,0,99.84116369,99.84116369,0,0,0,0,0.158836315,0.158836315,0.158836315,0.158836315,0,0,0,4,1.042216124,0.751800017,0.626616775,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,7.64E-05,0.001839157,0,0,0,0,0,9206.908114,0.855402773,684,1108,908.3642819,91.33684177,424,0,44.91358566,18.4014917,8.31657029,44.91358566,1245.57,1292.7,49.03821546,50.89372827,169.3142619,15.73078468,11.37352006,1.056700086,-93.28259774,7196.569487,188.8108516,0,0.077656153,2.623622991,0
State ProbMon,2-SUA001.55,2001,2-SUA001.55,-78.676553,37.329562,1,541.5024,3,22,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase1,3,3,Medium,Phase1Medium,10.22095821,2008,1,1,1,1,1,1,8.44,7.505,99.05,0.55,0.05,97,0.04,0.04,0.5,0.02,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,17,6.5,28.685,18.65,22.43,21.72,45.235,4.37,71.495,67.5,65.10541817,NA,5,5,1,20.4,5,5,95.6,5,1,11.3,5,2740,1,7430,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,10.22095821,0.244706522,75.13509839,72.16803181,3.06562893,3.072426333,2.385888591,0.58117799,3.752166672,18.48213982,4.054651123,3.170988682,14.4274887,14.26774972,0.15973898,13,1.57181656,0.61280608,0.695491933,46.34146341,46.34146341,41.46341463,0,0,0,2.43902439,12.19512195,2.43902439,2.43902439,9.756097561,9.756097561,0,55.16986706,54.87444609,37.29689808,0.664697194,0.295420975,0,1.1816839,5.465288035,1.772525849,1.1816839,3.692762186,3.692762186,0,69.16871273,66.92388636,17.41494213,2.560505086,1.823921431,0.420904946,1.981760786,10.17186952,2.490354262,1.56085584,7.681515258,7.558751315,0.122763942,0.045702148,0.446997247,0,0,0,0,1,20071.79787,0.758218652,148,234,196.720059,16.80231755,86,0,19.41384506,4.483882608,2.404252744,19.41384506,3266.97,1088.44,128.6209356,42.85199164,336.3320336,12.70505128,511.56577,19.32456231,52.10141137,102771.0284,9819.423431,24,1.918374431,9.554661062,1.195707537
State ProbMon,2-WLS024.61,2001,2-WLS024.61,-78.28018,37.557229,1,140.3895,5,23,VA,TS,Target,1,James,James,Bay,BayPhase1,Piedmont,Piedmont,Phase1,Phase1,5,4,Large,Phase1Large,176.7386651,2008,1,1,1,1,1,1,8.5,7,115,0.35,0.02,104,0.04,0.04,0.3,0.02,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,15.5,4.5,19.645,11.35,31.695,6.31,34.31,5.01,62.755,37.5,62.76858653,NA,5,5,1,15.6,8.9,5,376,5.5,1,19.3,5,7260,1,11500,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,176.7386651,0.503519327,73.97998506,71.24021863,4.160276827,1.729188785,2.390586292,0.284888522,2.779678345,19.69132162,2.892532736,2.494789823,16.79878888,16.33970351,0.459085368,15,1.555784052,0.574503401,0.691992494,54.69448584,53.12965723,39.26974665,0.44709389,0.521609538,0.074515648,0.521609538,2.980625931,0.521609538,0.44709389,2.459016393,2.459016393,0,63.57761365,62.04635171,28.20578123,0.913663568,1.056920922,0.047752451,0.541194448,4.259518655,0.62714886,0.493441997,3.632369795,3.530497899,0.101871896,68.77376809,66.41729254,19.53910973,1.374610735,1.853819381,0.130426818,1.03681993,8.620626488,1.049276424,0.906393112,7.571350064,7.372046162,0.199303902,0.513197035,0.290366089,0,2,0,0,22,459038.7883,1.002807598,65,339,137.3197592,31.792399,274,0,42.83118439,3.807051142,2.494494978,42.83118439,49818.57,1055.7,1961.362083,41.56301457,4857.707566,10.61205758,5135.565705,11.2190613,5.719943726,1383777.376,144724.4347,246,1.179272938,10.45865015,0.535902425
State ProbMon,3-RAP008.71,2001,3-RAP008.71,-77.724252,38.371597,1,140.3895,5,24,VA,TS,Target,1,Rappahannock-York,Rappahannock,Bay,BayPhase1,Northern Piedmont,Piedmont,Phase1,Phase1,5,4,Large,Phase1Large,653.7330543,2008,1,1,1,1,1,1,9.225,8.1,71,0.45,0.03,53,0.04,0.04,0.4,0.02,7.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.5,13.5,7,36.43,13.05,23.54,0,56.865,4.175,95.72,86,64.88150997,NA,5,5,1,36.9,31.9,23.4,919,18.6,1,113,5,30700,1,52000,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,653.7330543,0.439646072,54.21839104,53.42122357,1.02796704,1.210873838,0.201245318,0.32573463,6.089451577,43.37330953,6.777544722,5.763716947,36.59576481,30.83688498,5.75887983,15,1.57001102,0.579756985,0.705817636,48.13278008,45.303659,9.468125236,0.867597133,0,0.528102603,3.809883063,39.26820068,3.772161449,3.28178046,35.49603923,28.40437571,7.091663523,45.73611846,43.54819007,8.314670793,0.98266759,0.032574616,0.377322638,4.283562034,43.29980862,4.750464867,3.906239396,38.54934376,31.83354371,6.715800046,44.26478297,42.82547777,4.572576835,1.237711867,0.112607511,0.445899857,5.454669005,49.04510125,5.849442463,5.008769148,43.19565879,35.10603874,8.089620047,4.433289036,0.678151009,2,5,1,5,27,1085705.94,0.641226661,39,1231,221.4496704,203.9041786,1192,0,46.53776169,6.587433077,6.298254001,46.53776169,199401.21,1053.37,7850.445578,41.47128224,38363.32524,22.65768845,42578.0704,25.14695084,10.98639166,5188996.841,772615.2011,1047,2.777700799,14.88949068,0.964349518
State ProbMon,3-ROB005.42,2001,3-ROB005.42,-78.114299,38.350805,1,315.8764,4,25,VA,TS,Target,1,Rappahannock-York,Rappahannock,Bay,BayPhase1,Northern Piedmont,Piedmont,Phase1,Phase1,4,4,Large,Phase1Large,148.2432425,2008,1,1,1,1,1,1,11.15,7.25,73.5,0.65,0.03,55,0.04,0.24,0.4,0.02,4.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.5,12,6,53.365,11.45,19.405,0.415,53.05,3.92,98.54,135,65.83232934,NA,5,5,1,17.5,13.4,12.9,526,8.12,1,71,5,14500,1,25600,0.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,148.2432425,0.314806697,61.48411551,61.41824754,0.21916922,0,0,0.014767552,5.611669648,38.03300899,6.541556594,5.596902096,31.4914524,29.59182956,1.899622841,13,1.337533787,0.521465963,0.646133199,44.62659381,43.35154827,4.189435337,0,0,0,5.828779599,48.26958106,7.103825137,5.828779599,41.16575592,38.25136612,2.9143898,42.87371134,42.4806701,1.984536082,0,0,0,5.335051546,52.42268041,6.784793814,5.335051546,45.6378866,42.96391753,2.673969072,43.49074961,43.22976187,1.210736016,0,0,0,6.478364271,53.90246162,7.82808784,6.478364271,46.07437378,42.56571023,3.508663557,0.939170103,0.633530312,0,1,0,2,5,229109.7941,0.596717193,84,1231,294.1930736,242.0300348,1147,0,44.27746582,9.047714724,7.295307965,44.27746582,42013.08,1086.43,1654.059161,42.77285774,6542.90602,17.04101969,7396.731233,19.26481019,13.04963285,1243334.942,212395.8878,259,3.64180536,17.08275707,1.130462366
